mse,average
0.190710,0.442374
0.217509,
0.169543,
0.200193,
0.194364,
0.158503,
0.191121,
0.188050,
0.185342,
0.170926,
0.175097,
0.226545,
0.224658,
0.251014,
0.244807,
0.238730,
0.233061,
0.227716,
0.222940,
0.218884,
0.215444,
0.212356,
0.209842,
0.207718,
0.206050,
0.204556,
0.203375,
0.202674,
0.202474,
0.202823,
0.203851,
0.205569,
0.208210,
0.211751,
0.216073,
0.221297,
0.227513,
0.234925,
0.243112,
0.251314,
0.260188,
0.269754,
0.280271,
0.291581,
0.303631,
0.316147,
0.329704,
0.343787,
0.358007,
0.372957,
0.388617,
0.404528,
0.420367,
0.436213,
0.451711,
0.466148,
0.479577,
0.492122,
0.502737,
0.512879,
0.533547,
0.553470,
0.572991,
0.592702,
0.612015,
0.631070,
0.650144,
0.669334,
0.688188,
0.706450,
0.723592,
0.740540,
0.757621,
0.774630,
0.791557,
0.809154,
0.826915,
0.845119,
0.863087,
0.880812,
0.898592,
0.916862,
0.935902,
0.955070,
0.974398,
0.994075,
1.014261,
1.035578,
1.057411,
1.079129,
1.100545,
1.121603,
1.143369,
1.165352,
1.186941,
1.208579,
1.230480,
1.252410,
1.274945,
1.297584,
0.714667,
0.653953,
0.621497,
0.641394,
0.621265,
0.663122,
0.646084,
0.659299,
0.666066,
0.652968,
0.696937,
0.710116,
0.739420,
0.739627,
0.707522,
0.677818,
0.578295,
0.599618,
0.606087,
0.953518,
0.756306,
0.726372,
0.757629,
0.794042,
0.719546,
0.706080,
0.694855,
0.707447,
0.739785,
0.754558,
0.774292,
0.783633,
0.771285,
0.781155,
0.748504,
0.711996,
0.711856,
0.692899,
0.712451,
0.741080,
0.730241,
0.764449,
0.869290,
0.898636,
0.800525,
0.756054,
0.771837,
0.804538,
0.849288,
0.911616,
0.950288,
0.982999,
0.960293,
0.936689,
0.965584,
0.922256,
0.943483,
0.867032,
0.860132,
0.812385,
0.597349,
0.510106,
0.460807,
0.463521,
0.514962,
0.575532,
0.540085,
0.493289,
0.518229,
0.429415,
0.515254,
0.452039,
0.468771,
0.434626,
0.424518,
0.467811,
0.457490,
0.514647,
0.452651,
0.358743,
0.336076,
0.195051,
0.162953,
0.180314,
0.203091,
0.206585,
0.223999,
0.242939,
0.223576,
0.198553,
0.260059,
0.212239,
0.274626,
0.234160,
0.209779,
0.203672,
0.152527,
0.146938,
0.097490,
0.091099,
0.034694,
0.024958,
0.028772,
0.031206,
0.037401,
0.040690,
0.040441,
0.041034,
0.041766,
0.040760,
0.045811,
0.047853,
0.055040,
0.055694,
0.059572,
0.062978,
0.065524,
0.076334,
0.076381,
0.088861,
0.068011,
0.066199,
0.067069,
0.066550,
0.068318,
0.068740,
0.069604,
0.068711,
0.068495,
0.069503,
0.064739,
0.065232,
0.061856,
0.060241,
0.070193,
0.073413,
0.072865,
0.058694,
0.061727,
0.047295,
0.146394,
0.148438,
0.104149,
0.099969,
0.108318,
0.150534,
0.143174,
0.128816,
0.155119,
0.147760,
0.135952,
0.142440,
0.105071,
0.143527,
0.194118,
0.273698,
0.288905,
0.315211,
0.346671,
0.420653,
0.428631,
0.436579,
0.444571,
0.452536,
0.460475,
0.468394,
0.476284,
0.484103,
0.491787,
0.499336,
0.506885,
0.514438,
0.521899,
0.529196,
0.536433,
0.543704,
0.550892,
0.557988,
0.565069,
0.572160,
0.579005,
0.585748,
0.592463,
0.598826,
0.604919,
0.610977,
0.616603,
0.622096,
0.627323,
0.632537,
0.637428,
0.642081,
0.646783,
0.651484,
0.656498,
0.661550,
0.666882,
0.672584,
0.678765,
0.685034,
0.691409,
0.697817,
0.704260,
0.710629,
0.716624,
0.722498,
0.728273,
0.733852,
0.118657,
0.110764,
0.147754,
0.230241,
0.179781,
0.208819,
0.113057,
0.151340,
0.199064,
0.174413,
0.053364,
0.042638,
0.077941,
0.143072,
0.064171,
0.026278,
0.015183,
0.018457,
0.032365,
0.073737,
0.056181,
0.056621,
0.078742,
0.118267,
0.101784,
0.097890,
0.071048,
0.077490,
0.061286,
0.058183,
0.032807,
0.041261,
0.061801,
0.079121,
0.062459,
0.042712,
0.031455,
0.016102,
0.015656,
0.013933,
0.037281,
0.047914,
0.067268,
0.080166,
0.070834,
0.064935,
0.055022,
0.049083,
0.045367,
0.047613,
0.031366,
0.043844,
0.057705,
0.049411,
0.052433,
0.042283,
0.045257,
0.019369,
0.015282,
0.010693,
0.026110,
0.036813,
0.049659,
0.041347,
0.039058,
0.034128,
0.032645,
0.025002,
0.029646,
0.027128,
0.023079,
0.033101,
0.040318,
0.030522,
0.039252,
0.036765,
0.039825,
0.020528,
0.013097,
0.011832,
0.014500,
0.019799,
0.023256,
0.012707,
0.012784,
0.012752,
0.012885,
0.011590,
0.015086,
0.015138,
0.019625,
0.025787,
0.027619,
0.023283,
0.033720,
0.033815,
0.037721,
0.035741,
0.028606,
0.016383,
0.016966,
0.017518,
0.018044,
0.018754,
0.019638,
0.020440,
0.021360,
0.022723,
0.024218,
0.025628,
0.027163,
0.028805,
0.030342,
0.031761,
0.032900,
0.033679,
0.034060,
0.034072,
0.034054,
0.033918,
0.034022,
0.034024,
0.034047,
0.034251,
0.034575,
0.034608,
0.034470,
0.034629,
0.035166,
0.035750,
0.036219,
0.036478,
0.036657,
0.036711,
0.036590,
0.036148,
0.035288,
0.034164,
0.032794,
0.031317,
0.029843,
0.028376,
0.026887,
0.025497,
0.024240,
0.022972,
0.021715,
0.020376,
0.019067,
0.017859,
0.016615,
0.015485,
0.014558,
0.013755,
0.012997,
0.012408,
0.011905,
0.011449,
0.011006,
0.010632,
0.010294,
0.009890,
0.009414,
0.008868,
0.008180,
0.007391,
0.006482,
0.005523,
0.004724,
0.003968,
0.003336,
0.002816,
0.002468,
0.002269,
0.002280,
0.002359,
0.002485,
0.002686,
0.002923,
0.003137,
0.003343,
0.003488,
0.003575,
0.003597,
0.003511,
0.003329,
0.003209,
0.003122,
0.003078,
0.003083,
0.003148,
0.003278,
0.003561,
0.004020,
0.004564,
0.005333,
0.006314,
0.007452,
0.008710,
0.009970,
0.011212,
0.012388,
0.013555,
0.014711,
0.015904,
0.017123,
0.018268,
0.019478,
0.020618,
0.021699,
0.022903,
0.023943,
0.025066,
0.026235,
0.027259,
0.028222,
0.029344,
0.030394,
0.031360,
0.032138,
0.032801,
0.033420,
0.033765,
0.034003,
0.034059,
0.034148,
0.034243,
0.034609,
0.035267,
0.035906,
0.036830,
0.037810,
0.038684,
0.039614,
0.040650,
0.041936,
0.043322,
0.044722,
0.045993,
0.047239,
0.048505,
0.049542,
0.049936,
0.049942,
0.050055,
0.049913,
0.050189,
0.050441,
0.050880,
0.051547,
0.052216,
0.052867,
0.053405,
0.053841,
0.054236,
0.054705,
0.055431,
0.056296,
0.057040,
0.057548,
0.057809,
0.057698,
0.057257,
0.056264,
0.055098,
0.053480,
0.051535,
0.049520,
0.047610,
0.045679,
0.043768,
0.041953,
0.040149,
0.038425,
0.036670,
0.034837,
0.033169,
0.031589,
0.030224,
0.028915,
0.027626,
0.026461,
0.025352,
0.024359,
0.023110,
0.021541,
0.019792,
0.018013,
0.016318,
0.014611,
0.012992,
0.011570,
0.010363,
0.009344,
0.008564,
0.007959,
0.007461,
0.007092,
0.006956,
0.006936,
0.006904,
0.006806,
0.006692,
0.006436,
0.006196,
0.005907,
0.005532,
0.005105,
0.004686,
0.004366,
0.004113,
0.003922,
0.003830,
0.003773,
0.003767,
0.003875,
0.004074,
0.004377,
0.004831,
0.005430,
0.006133,
0.006900,
0.007763,
0.008633,
0.009579,
0.010525,
0.011470,
0.012434,
0.013435,
0.014601,
0.015823,
0.017061,
0.018215,
0.019275,
0.020223,
0.021125,
0.021989,
0.022853,
0.023643,
0.024419,
0.025105,
0.025754,
0.026442,
0.027241,
0.028141,
0.029019,
0.030011,
0.031033,
0.032090,
0.033192,
0.034202,
0.035118,
0.036045,
0.037073,
0.038072,
0.039134,
0.040215,
0.041379,
0.042570,
0.043838,
0.045086,
0.046173,
0.047255,
0.048423,
0.049675,
0.050836,
0.051946,
0.052897,
0.053761,
0.054582,
0.055314,
0.056085,
0.056788,
0.057566,
0.058275,
0.058882,
0.059400,
0.059831,
0.060242,
0.060452,
0.060334,
0.060045,
0.059509,
0.058803,
0.057896,
0.056655,
0.055198,
0.053672,
0.052012,
0.050233,
0.048374,
0.046515,
0.044743,
0.042923,
0.041156,
0.039365,
0.037621,
0.035842,
0.033960,
0.032123,
0.030111,
0.028003,
0.026034,
0.024139,
0.022349,
0.020639,
0.019051,
0.017540,
0.016183,
0.014900,
0.013723,
0.012711,
0.011761,
0.010983,
0.010335,
0.009647,
0.008934,
0.008150,
0.007441,
0.006869,
0.006393,
0.005936,
0.005515,
0.005113,
0.004726,
0.004380,
0.004070,
0.003806,
0.003530,
0.003275,
0.003058,
0.002888,
0.002778,
0.002727,
0.002705,
0.002727,
0.002749,
0.002778,
0.002865,
0.003021,
0.003237,
0.003486,
0.003782,
0.012467,
0.020576,
0.028148,
0.035234,
0.041852,
0.048028,
0.053814,
0.059177,
0.064159,
0.068780,
0.073021,
0.076919,
0.080546,
0.087833,
0.094889,
0.101790,
0.108506,
0.115079,
0.121413,
0.127626,
0.133743,
0.139839,
0.145818,
0.151689,
0.157513,
0.163310,
0.169147,
0.175016,
0.180867,
0.186638,
0.192440,
0.198310,
0.204210,
0.210117,
0.216049,
0.221953,
0.227905,
0.234003,
0.240167,
0.246559,
0.253112,
0.259870,
0.266736,
0.273835,
0.281229,
0.288839,
0.296712,
0.304556,
0.312580,
0.320728,
0.329093,
0.337753,
0.346707,
0.355931,
0.365416,
0.375221,
0.385206,
0.395765,
0.406839,
0.418371,
0.430252,
0.442728,
0.455852,
0.469466,
0.484012,
0.499146,
0.514925,
0.531295,
0.548189,
0.565561,
0.583284,
0.601377,
0.620076,
0.639058,
0.658228,
0.677650,
0.697403,
0.717363,
0.737675,
0.758066,
0.778609,
0.799320,
0.820196,
0.841443,
0.863074,
0.884861,
0.906772,
0.929212,
0.951886,
0.974791,
0.997631,
1.020641,
1.043533,
1.066077,
1.088469,
1.110690,
1.132663,
1.154233,
1.175210,
1.195909,
0.381151,
0.375835,
0.380011,
0.385620,
0.384159,
0.401528,
0.399173,
0.399371,
0.404377,
0.384913,
0.406000,
0.397441,
0.405906,
0.070503,
0.088411,
0.142012,
0.203051,
0.229743,
0.247299,
0.604557,
0.184355,
0.114448,
0.107948,
0.090315,
0.108343,
0.108409,
0.098959,
0.106711,
0.127319,
0.117898,
0.132620,
0.117708,
0.202203,
0.092721,
0.080582,
0.092269,
0.135480,
0.147812,
0.150072,
0.168568,
0.059874,
0.042301,
0.048373,
0.036973,
0.028158,
0.024439,
0.023564,
0.018763,
0.020855,
0.015803,
0.027076,
0.021961,
0.065617,
0.030154,
0.019754,
0.025774,
0.047244,
0.052350,
0.052977,
0.072100,
0.061928,
0.044250,
0.044498,
0.036148,
0.041243,
0.041816,
0.045292,
0.035893,
0.033239,
0.022332,
0.039287,
0.032873,
0.062864,
0.047824,
0.038157,
0.042406,
0.065002,
0.074771,
0.076844,
0.126978,
0.090008,
0.076537,
0.086315,
0.077727,
0.090907,
0.076029,
0.088971,
0.067820,
0.060146,
0.055311,
0.052208,
0.055452,
0.090683,
0.113690,
0.116261,
0.132277,
0.164593,
0.131981,
0.125923,
0.082620,
0.097294,
0.088483,
0.100607,
0.085379,
0.089951,
0.099789,
0.111717,
0.116372,
0.123412,
0.130330,
0.146869,
0.152586,
0.144155,
0.145479,
0.145428,
0.144180,
0.142064,
0.139090,
0.135180,
0.130464,
0.125346,
0.119980,
0.114320,
0.109094,
0.104206,
0.099707,
0.095261,
0.091330,
0.087822,
0.084873,
0.082510,
0.081017,
0.080414,
0.080686,
