avg w-distance,each dim w-distance
0.476447,0.563789
0.476447,0.573831
0.476447,0.532369
0.476447,0.569906
0.476447,0.467647
0.476447,0.416817
0.476447,0.409979
0.476447,0.409979
0.476447,0.343706
