avg w-distance,each dim w-distance
0.166800,0.157763
0.166800,0.171772
0.166800,0.136642
0.166800,0.164292
0.166800,0.171030
0.166800,0.225641
0.166800,0.156694
0.166800,0.156694
0.166800,0.160670
