train_loss,valid_loss
0.592510,0.645236
0.560683,0.566997
0.497684,0.502223
0.459580,0.534208
0.439108,0.476211
0.424104,0.501700
0.408016,0.418039
0.394680,0.461087
0.388246,0.444668
0.377126,0.452712
0.373059,0.369049
0.359212,0.384334
0.349634,0.415485
0.342843,0.455611
0.333154,0.368946
0.329156,0.384448
0.322974,0.371045
0.320495,0.365221
0.319230,0.364692
0.314119,0.355359
