avg w-distance,each dim w-distance
0.440953,0.362692
0.440953,0.510676
0.440953,0.410751
0.440953,0.421010
0.440953,0.409986
0.440953,0.299542
0.440953,0.490034
0.440953,0.490034
0.440953,0.573850
