avg w-distance,each dim w-distance
0.204144,0.160362
0.204144,0.289292
0.204144,0.151676
0.204144,0.156622
0.204144,0.221915
0.204144,0.092883
0.204144,0.270963
0.204144,0.270963
0.204144,0.222622
