train_loss,valid_loss
1.272087,1.003635
1.054575,0.897784
0.877202,0.812320
0.774169,0.797620
0.718589,0.749328
0.690241,0.743900
0.678973,0.726870
0.671107,0.728387
0.666892,0.727470
0.665204,0.740484
0.668108,0.728949
0.661855,0.729854
0.661512,0.734253
0.666145,0.734097
0.660290,0.736728
0.663696,0.729511
0.659470,0.732558
0.662166,0.732160
0.665270,0.737375
0.666044,0.743039
