avg w-distance,each dim w-distance
0.466977,0.388935
0.466977,0.556085
0.466977,0.442469
0.466977,0.462312
0.466977,0.421670
0.466977,0.321153
0.466977,0.515879
0.466977,0.515879
0.466977,0.578413
