train_loss,valid_loss
1.265681,0.969942
1.093423,0.858573
0.898624,0.795574
0.777230,0.767255
0.719908,0.757860
0.684585,0.741265
0.672388,0.732033
0.665449,0.755775
0.662355,0.728532
0.664077,0.735294
0.660528,0.731933
0.660031,0.733203
0.655356,0.737801
0.654774,0.741805
0.655551,0.736988
0.658860,0.738058
0.657321,0.741365
0.662115,0.736657
0.660292,0.734058
0.655094,0.736465
