train_loss,valid_loss
0.614323,0.718129
0.597751,0.694189
0.578223,0.644854
0.547610,0.579016
0.506255,0.485879
0.465775,0.451534
0.439717,0.442285
0.420462,0.442578
0.409455,0.430855
0.400458,0.425187
0.394175,0.399352
0.385860,0.434097
0.381197,0.429925
0.375718,0.422469
0.372760,0.385670
0.371218,0.399958
0.370073,0.394015
0.368396,0.386495
0.368215,0.396582
0.366416,0.395611
