avg w-distance,each dim w-distance
0.467715,0.396007
0.467715,0.555406
0.467715,0.436299
0.467715,0.458559
0.467715,0.407851
0.467715,0.328595
0.467715,0.524541
0.467715,0.524541
0.467715,0.577638
