avg w-distance,each dim w-distance
0.221791,0.183103
0.221791,0.351200
0.221791,0.116942
0.221791,0.145570
0.221791,0.221106
0.221791,0.117549
0.221791,0.299606
0.221791,0.299606
0.221791,0.261440
