avg w-distance,each dim w-distance
0.204429,0.197726
0.204429,0.098341
0.204429,0.181322
0.204429,0.172576
0.204429,0.300756
0.204429,0.077958
0.204429,0.340842
0.204429,0.340842
0.204429,0.129499
