train_loss,valid_loss
1.013200,1.567066
0.932568,1.465636
0.850229,1.366611
0.801572,1.334545
0.775518,1.309099
0.770019,1.327134
0.765655,1.315220
0.766190,1.313743
0.758549,1.296516
0.764521,1.301011
0.760857,1.305797
0.761772,1.304798
0.760921,1.305683
0.761718,1.306903
0.761262,1.301771
0.763149,1.306957
0.762537,1.302403
0.759914,1.303321
0.759491,1.308447
0.759452,1.305334
