train_loss,valid_loss
0.530761,0.333847
0.477561,0.296996
0.419432,0.275981
0.390190,0.285123
0.372579,0.299723
0.361520,0.278417
0.350217,0.270159
0.336863,0.282417
0.326529,0.247883
0.322752,0.277036
0.314430,0.243601
0.306913,0.273178
0.298345,0.296418
0.293795,0.271511
0.289341,0.281080
0.283328,0.273942
0.281160,0.287940
0.277932,0.285195
0.275253,0.287777
0.276597,0.285637
