avg w-distance,each dim w-distance
0.219717,0.299918
0.219717,0.179704
0.219717,0.189646
0.219717,0.175195
0.219717,0.229541
0.219717,0.239326
0.219717,0.237901
0.219717,0.237901
0.219717,0.188323
