avg w-distance,each dim w-distance
0.476831,0.694030
0.476831,0.709291
0.476831,0.538407
0.476831,0.555590
0.476831,0.349462
0.476831,0.236481
0.476831,0.417129
0.476831,0.417129
0.476831,0.373956
