avg w-distance,each dim w-distance
0.152806,0.227417
0.152806,0.214480
0.152806,0.105583
0.152806,0.097377
0.152806,0.091650
0.152806,0.114002
0.152806,0.180074
0.152806,0.180074
0.152806,0.164595
