avg w-distance,each dim w-distance
0.516885,0.470871
0.516885,0.557511
0.516885,0.552196
0.516885,0.588419
0.516885,0.516033
0.516885,0.514747
0.516885,0.491898
0.516885,0.491898
0.516885,0.468396
