avg w-distance,each dim w-distance
0.200017,0.210566
0.200017,0.241895
0.200017,0.134039
0.200017,0.164569
0.200017,0.161556
0.200017,0.260428
0.200017,0.156400
0.200017,0.156400
0.200017,0.314297
