date,date1,date2,date3,date4,date5,OT,OT,OT
7.237124,6.397463,46.862192,4131.088352,-0.136240,36.059516,7.941681,2.957927,-29.001107
7.281803,6.429944,46.849674,4126.686339,-0.128587,35.985312,7.942510,2.957745,-29.001939
7.325936,6.462833,46.834323,4122.282653,-0.121641,35.912925,7.940154,2.956686,-29.002040
7.371261,6.494998,46.822309,4117.880880,-0.116279,35.837735,7.935929,2.954678,-29.002893
7.415453,6.527542,46.811281,4113.476609,-0.110902,35.764030,7.931800,2.954652,-29.001577
7.461103,6.559392,46.799633,4109.074207,-0.105683,35.688426,7.928488,2.952996,-29.001344
7.505847,6.590759,46.789069,4104.675034,-0.100964,35.614331,7.924312,2.951797,-29.001256
7.550750,6.623349,46.778802,4100.275661,-0.095571,35.539738,7.919076,2.949519,-28.999720
7.594796,6.656833,46.768159,4095.878011,-0.092430,35.465971,7.912258,2.947500,-28.998306
7.640245,6.689306,46.757354,4091.481739,-0.087919,35.389737,7.907347,2.944902,-28.997543
7.685476,6.720474,46.750185,4087.086756,-0.064345,35.395865,7.899965,2.942728,0.000748
7.730539,6.753328,46.744853,4082.690893,-0.039799,35.401669,7.889787,2.939042,0.002661
7.775813,6.786357,46.742147,4078.295284,-0.016116,35.409804,7.876686,2.934222,0.004283
7.822587,6.817342,46.741336,4073.901698,0.005129,35.416899,7.861215,2.928555,0.004472
7.867565,6.849043,46.742295,4069.512620,0.028658,35.422101,7.842752,2.921927,0.005408
7.909412,6.882249,46.747685,4065.126996,0.050804,35.429528,7.821811,2.913773,0.006419
7.953728,6.914086,46.754612,4060.750908,0.073612,35.434563,7.796577,2.903990,0.006641
7.998884,6.947994,46.764093,4056.383269,0.094818,35.440971,7.769175,2.894396,0.007558
8.043714,6.979537,46.775925,4052.025567,0.114341,35.447218,7.739616,2.883252,0.007120
8.088682,7.011806,46.789569,4047.680751,0.133779,35.454262,7.708485,2.871751,0.005064
8.131380,7.042584,46.804630,4043.348008,0.151376,35.460473,7.675667,2.858049,0.004323
8.174454,7.074164,46.822271,4039.031546,0.169677,35.469164,7.639531,2.845289,0.003871
8.218969,7.105815,46.840909,4034.728762,0.186272,35.475142,7.603364,2.830318,0.002670
8.264389,7.136235,46.860992,4030.441304,0.203903,35.480313,7.563729,2.816769,0.002762
8.308538,7.166743,46.884291,4026.171677,0.220858,35.486619,7.522516,2.800084,0.001130
8.351355,7.197426,46.906257,4021.921988,0.237558,35.492887,7.480459,2.784985,0.000666
8.395890,7.227685,46.932895,4017.691039,0.249159,35.499737,7.436617,2.769182,0.000572
8.439512,7.260402,46.960235,4013.484229,0.262061,35.504488,7.392878,2.752319,0.000751
8.482645,7.290893,46.990296,4009.296086,0.272398,35.510581,7.349453,2.734473,0.000024
8.525822,7.322228,47.018830,4005.130529,0.282514,35.514563,7.303261,2.718026,0.001198
8.570748,7.353723,47.049261,4000.988440,0.292261,35.521148,7.258153,2.702705,-0.000404
8.614444,7.386039,47.078529,3996.869193,0.300088,35.527137,7.210178,2.685188,-0.000401
8.658665,7.418314,47.111091,3992.776430,0.307807,35.534702,7.164863,2.668180,0.000336
8.701140,7.449353,47.143089,3988.708180,0.312975,35.541116,7.119292,2.649409,0.000668
8.742650,7.482211,47.176461,3984.663333,0.317977,35.547768,7.070372,2.631564,0.001048
8.786757,7.514405,47.211009,3980.645616,0.322340,35.553722,7.023258,2.614793,-0.000309
8.831102,7.545409,47.245618,3976.654426,0.325707,35.559789,6.976182,2.598263,-0.000069
8.874237,7.575115,47.279531,3972.685927,0.328136,35.566832,6.929445,2.580695,-0.000834
8.917465,7.606405,47.312876,3968.745865,0.329070,35.573515,6.883855,2.563413,0.000227
8.959811,7.637831,47.347921,3964.833062,0.330109,35.580745,6.837493,2.546677,-0.000067
9.002970,7.669847,47.382079,3960.943790,0.328940,35.586087,6.790678,2.529216,-0.001464
9.042522,7.701089,47.415143,3957.081018,0.324969,35.592657,6.745090,2.514065,-0.000928
9.085912,7.730919,47.447666,3953.246740,0.320844,35.599424,6.701271,2.496640,-0.000630
9.128570,7.762948,47.480926,3949.436863,0.315878,35.609550,6.657083,2.477622,-0.000399
9.171750,7.794502,47.513534,3945.652902,0.308475,35.614928,6.613843,2.462648,-0.000071
9.214079,7.824422,47.546598,3941.894144,0.300638,35.623314,6.571539,2.447661,0.000633
9.258585,7.855441,47.576103,3938.159579,0.293491,35.629354,6.530960,2.434223,0.002569
9.302708,7.887474,47.604973,3934.449662,0.282179,35.636583,6.491231,2.418544,0.003566
9.343531,7.917195,47.632903,3930.762829,0.272171,35.643756,6.451389,2.404455,0.005609
9.386738,7.948997,47.659954,3927.101037,0.260506,35.651785,6.415310,2.389531,0.005672
9.429720,7.979300,47.687203,3923.462230,0.249176,35.658412,6.379080,2.376940,0.005404
9.471837,8.010955,47.713566,3919.847651,0.237456,35.666447,6.345492,2.365047,0.004807
9.514056,8.040485,47.737059,3916.253119,0.224401,35.673598,6.314038,2.351776,0.003670
9.558932,8.071270,47.757331,3912.680460,0.209955,35.680337,6.284015,2.339698,0.001545
9.600552,8.103611,47.776368,3909.129254,0.193183,35.684470,6.253592,2.328806,0.002954
9.642077,8.134527,47.795195,3905.598374,0.176251,35.690535,6.223746,2.319555,0.001373
9.686057,8.166378,47.814756,3902.087689,0.158503,35.698478,6.197865,2.308861,0.000147
9.728956,8.196717,47.830965,3898.594982,0.141096,35.707025,6.172927,2.300190,0.000929
9.770229,8.228333,47.847136,3895.117809,0.123018,35.712326,6.150060,2.290521,0.000287
9.812027,8.259103,47.858699,3891.659033,0.102759,35.720925,6.128394,2.282869,-0.000942
9.852661,8.290668,47.868778,3888.215206,0.084978,35.728617,6.110506,2.274815,-0.000267
9.896466,8.323451,47.874576,3884.787175,0.065983,35.735668,6.091554,2.267264,-0.001646
9.939569,8.352008,47.880973,3881.375030,0.046969,35.742777,6.076550,2.263177,-0.002678
9.983382,8.383121,47.884601,3877.973300,0.027735,35.752025,6.062006,2.256847,-0.001063
10.024542,8.412756,47.886693,3874.584581,0.004664,35.760571,6.050620,2.251552,-0.000944
10.066516,8.442485,47.885174,3871.207845,-0.015801,35.766056,6.039253,2.247501,0.000205
10.110081,8.472727,47.883362,3867.843304,-0.037429,35.774798,6.031563,2.244529,0.001844
10.150515,8.504503,47.878570,3864.487820,-0.058792,35.782760,6.025954,2.243311,-0.000108
10.192768,8.535589,47.869458,3861.138846,-0.080329,35.789147,6.022758,2.241720,0.000886
10.233538,8.568054,47.859718,3857.799779,-0.103904,35.798452,6.021874,2.240617,0.000743
10.274699,8.598380,47.848032,3854.465844,-0.126715,35.806863,6.020800,2.240750,0.001708
10.316507,8.628341,47.834948,3851.138784,-0.149358,35.814973,6.022004,2.242443,0.002717
10.358879,8.659117,47.818212,3847.815031,-0.172697,35.824308,6.024785,2.243477,0.003313
10.401192,8.689455,47.801111,3844.497315,-0.196527,35.832670,6.030883,2.245560,0.002431
10.441574,8.721654,47.779359,3841.179810,-0.219067,35.839361,6.036622,2.248416,0.002577
10.484212,8.750865,47.756255,3837.863344,-0.242102,35.846612,6.043693,2.251342,0.002372
10.524318,8.782389,47.731595,3834.545947,-0.266232,35.854417,6.054281,2.254713,0.001873
10.565290,8.813240,47.703951,3831.229311,-0.288712,35.861160,6.067016,2.259468,0.002280
10.608328,8.842083,47.673600,3827.908631,-0.310416,35.868761,6.082670,2.265439,0.002024
10.650941,8.873028,47.641749,3824.586183,-0.331945,35.877625,6.098973,2.270253,0.002067
10.693737,8.902921,47.607672,3821.258562,-0.353962,35.885852,6.117481,2.277426,0.002874
10.735689,8.933222,47.571375,3817.926466,-0.377295,35.892354,6.139921,2.286834,0.002467
10.777116,8.963804,47.533364,3814.587173,-0.398436,35.900120,6.161272,2.294426,0.003515
10.818369,8.994777,47.491144,3811.239002,-0.418209,35.908411,6.185381,2.303829,0.004102
10.857659,9.024175,47.448840,3807.882137,-0.438119,35.915875,6.211309,2.312072,0.002608
10.899405,9.054411,47.405670,3804.516159,-0.457430,35.924466,6.241404,2.321101,0.000644
10.940370,9.082059,47.360227,3801.140060,-0.475527,35.932216,6.271039,2.333986,0.001054
10.982639,9.112775,47.312327,3797.750870,-0.495615,35.939826,6.300836,2.346069,0.000253
11.022890,9.142680,47.261273,3794.346536,-0.513747,35.948636,6.334789,2.358195,-0.000439
11.064948,9.172945,47.210533,3790.927883,-0.530640,35.957365,6.369190,2.372305,-0.000519
11.106093,9.203810,47.158932,3787.493628,-0.546242,35.966184,6.404576,2.387001,-0.000790
11.147542,9.233044,47.103530,3784.045211,-0.562516,35.975021,6.443070,2.401558,-0.002063
11.190579,9.261422,47.047584,3780.575928,-0.579027,35.985078,6.483318,2.416533,-0.000709
11.232970,9.293566,46.987866,3777.088558,-0.593876,35.993211,6.523734,2.429665,-0.000712
11.275378,9.324767,46.928609,3773.584129,-0.606376,36.002293,6.565902,2.445998,-0.000896
11.317491,9.355204,46.866956,3770.057359,-0.619506,36.011090,6.609953,2.463112,-0.001446
11.355978,9.389040,46.807245,3766.507143,-0.630863,36.020228,6.653742,2.480510,-0.003886
11.397289,9.419549,46.745888,3762.935776,-0.641102,36.030348,6.700473,2.497103,-0.005077
11.438436,9.451178,46.682709,3759.340958,-0.652474,36.037764,6.747977,2.514358,-0.006553
11.477949,9.481234,46.617536,3755.726068,-0.661211,36.046098,6.795806,2.531626,-0.004262
11.518050,9.511165,46.552377,3752.082924,-0.668379,36.055301,6.843898,2.549496,-0.003008
11.557476,9.540215,46.487215,3748.413444,-0.674644,36.062610,6.895413,2.566042,-0.003224
11.598716,9.568342,46.420706,3744.716789,-0.681722,36.071336,6.946119,2.586881,-0.004162
11.639609,9.598920,46.354920,3740.992976,-0.686032,36.078994,6.997721,2.607386,-0.004505
11.679139,9.628613,46.287134,3737.241235,-0.690664,36.088081,7.049273,2.626466,-0.003098
11.720440,9.657531,46.220739,3733.460183,-0.693402,36.097807,7.102545,2.645654,-0.002553
11.761973,9.688152,46.153520,3729.652248,-0.694390,36.105743,7.156778,2.665256,-0.002572
11.801981,9.717951,46.084375,3725.814680,-0.693898,36.115426,7.210416,2.686565,-0.003752
11.843294,9.749301,46.016614,3721.945921,-0.692094,36.124107,7.264283,2.705454,-0.004712
11.882462,9.779172,45.948258,3718.046680,-0.691770,36.133785,7.318655,2.726121,-0.005191
11.921974,9.809228,45.880756,3714.117741,-0.689578,36.142957,7.372837,2.746309,-0.004114
11.961612,9.838808,45.813460,3710.160641,-0.687617,36.152394,7.426680,2.767023,-0.003926
12.001242,9.869148,45.747407,3706.169810,-0.680391,36.161621,7.478666,2.785527,-0.001850
12.041303,9.897994,45.681274,3702.147950,-0.674749,36.171424,7.531883,2.805719,-0.000257
12.081247,9.929443,45.617887,3698.094206,-0.668746,36.182648,7.584335,2.824132,-0.000085
12.121359,9.957845,45.555016,3694.011045,-0.659233,36.191594,7.636078,2.842329,0.000964
12.160992,9.989397,45.491226,3689.897651,-0.649236,36.198505,7.687559,2.860398,0.000514
12.200903,10.020388,45.428407,3685.754515,-0.638925,36.206982,7.736141,2.879762,0.000966
12.241097,10.049621,45.366754,3681.577461,-0.627341,36.216912,7.784786,2.895858,0.000440
12.279424,10.080731,45.306663,3677.371915,-0.614901,36.224977,7.831278,2.913562,-0.000810
12.317973,10.108369,45.248892,3673.138448,-0.601914,36.232467,7.876941,2.930663,0.000359
12.356127,10.138656,45.192184,3668.873716,-0.587512,36.241361,7.918971,2.948780,-0.000130
12.394545,10.168239,45.135754,3664.581496,-0.572985,36.252322,7.961003,2.965611,-0.001474
12.434629,10.198282,45.082301,3660.260046,-0.554057,36.260404,8.003034,2.979115,-0.001141
12.473451,10.227750,45.030195,3655.916936,-0.537039,36.269257,8.042890,2.992737,-0.001212
12.512066,10.255972,44.981255,3651.543186,-0.518991,36.277421,8.080054,3.007331,-0.002194
12.551166,10.286571,44.932764,3647.144331,-0.499025,36.284836,8.116142,3.021443,-0.000043
12.591901,10.316188,44.886934,3642.724472,-0.478597,36.295112,8.150785,3.032889,0.000757
12.629837,10.344242,44.840940,3638.285279,-0.508503,36.433496,8.183999,3.045734,42.001544
12.668603,10.374506,44.790448,3633.833776,-0.538861,36.572316,8.221098,3.060576,42.000154
12.705493,10.404770,44.739177,3629.367743,-0.568420,36.712546,8.260375,3.074985,42.000788
