avg w-distance,each dim w-distance
0.180959,0.059007
0.180959,0.374402
0.180959,0.087150
0.180959,0.178276
0.180959,0.145332
0.180959,0.293970
0.180959,0.126452
0.180959,0.126452
0.180959,0.237587
