avg w-distance,each dim w-distance
0.508692,0.508020
0.508692,0.885505
0.508692,0.427532
0.508692,0.553634
0.508692,0.335425
0.508692,0.875181
0.508692,0.273692
0.508692,0.273692
0.508692,0.445545
