date,date,date,date,date,date,OT,OT,OT
32.71343,29.34835,40.57996,1871.11278,0.70891,40.23645,10.59901073164084,3.9484103742925187,0.0
32.73254,29.36758,40.61638,1865.03524,0.77952,40.25352,10.47647239161472,3.9027616184550182,0.0
32.75159,29.38676,40.65598,1859.0098,0.84447,40.27055,10.351071016741907,3.856046306806144,0.0
32.77057,29.40588,40.69847,1853.03935,0.90359,40.28756,10.223410568801238,3.808489430999705,0.0
32.78948,29.42496,40.74355,1847.12647,0.95676,40.30455,10.094075531105767,3.7603087264484927,0.0
32.80832,29.44398,40.7909,1841.27348,1.00389,40.3215,9.963627846373596,3.7117135316006045,0.0
32.82711,29.46295,40.84022,1835.48239,1.04488,40.33843,9.83260440762645,3.6629038532331384,0.0
32.84582,29.48188,40.89121,1829.75493,1.07969,40.35534,9.70151508309811,3.614069630678617,0.0
32.86448,29.50075,40.94356,1824.0926,1.10829,40.37223,9.570841247722178,3.565390188765548,0.0
32.88307,29.51958,40.99696,1818.49659,1.13067,40.3891,9.441034787230683,3.5170338668189363,0.0
32.9016,29.53836,41.05111,1812.96789,1.14684,40.40594,9.312517536040575,3.46915780925823,0.0
32.92007,29.55709,41.10572,1807.50724,1.15684,40.42277,9.185681106836684,3.4219079021124785,0.0
32.93848,29.57578,41.16049,1802.11515,1.16072,40.43958,9.060887067938063,3.3754188390939626,0.0
32.95683,29.59442,41.21514,1796.79194,1.15856,40.45637,8.938467424039596,3.329814300687095,0.0
32.97512,29.61302,41.26939,1791.53771,1.15043,40.47315,8.818725356375724,3.285207229878887,0.0
32.99336,29.63157,41.32296,1786.35239,1.13644,40.48992,8.701936179795386,3.2417001886945345,0.0
33.01153,29.65008,41.37559,1781.23573,1.11671,40.50667,8.58834847636535,3.1993857804944987,0.0
33.02965,29.66855,41.42702,1776.18732,1.09137,40.52341,8.47818536766289,3.1583471239369936,0.0
33.04772,29.68697,41.477,1771.2066,1.06055,40.54014,8.371645891009061,3.118658365661102,0.0
33.06573,29.70536,41.52529,1766.29286,1.02442,40.55686,8.268906447987757,3.080385219898229,0.0
33.08368,29.7237,41.57166,1761.44526,0.98312,40.57357,8.170122297018377,3.0435855244946937,0.0
33.10159,29.74201,41.61588,1756.66284,0.93684,40.59027,8.075429064978056,3.008309804030789,0.0
33.11943,29.76027,41.65775,1751.94452,0.88576,40.60697,7.984944256143501,2.974601831941311,0.0
33.13723,29.77849,41.69707,1747.28911,0.83005,40.62366,7.898768739809471,2.9424991846925876,0.0
33.15498,29.79668,41.73363,1742.69534,0.76992,40.64035,7.81698820083691,2.9120337821498254,0.0
33.17267,29.81483,41.76726,1738.16183,0.70556,40.65703,7.739674540048113,2.883232409261154,0.0
33.19032,29.83294,41.79778,1733.6871,0.63718,40.67371,7.666887213864847,2.8561172151080734,0.0
33.20792,29.85102,41.82505,1729.2696,0.56498,40.69039,7.598674504709185,2.8307061861631944,0.0
33.22546,29.86906,41.84889,1724.90772,0.48919,40.70706,7.535074715670711,2.8070135913352,0.0
33.24296,29.88706,41.86918,1720.59974,0.41001,40.72374,7.476117284578371,2.7850503969899303,0.0
33.26041,29.90503,41.88579,1716.3439,0.32767,40.74041,7.421823814090765,2.764824650686113,0.0
33.27782,29.92297,41.89859,1712.13837,0.24239,40.75709,7.372209015612975,2.746341832809221,0.0
33.29518,29.94087,41.90748,1707.98124,0.1544,40.77376,7.327281565878684,2.72960517567085,0.0
33.31249,29.95874,41.91237,1703.87054,0.06392,40.79044,7.287044875833641,2.71461594993804,0.0
33.32975,29.97657,41.91316,1699.80427,-0.02881,40.80712,7.25149777214672,2.7013737185140743,0.0
33.34697,29.99437,41.90978,1695.78035,-0.12357,40.8238,7.220635092154613,2.6898765581710316,0.0
33.36415,30.01214,41.90217,1691.79664,-0.22012,40.84049,7.194448193451622,2.680121249385394,0.0
33.38128,30.02988,41.89027,1687.85097,-0.31823,40.85718,7.172925379583375,2.6721034349201576,0.0
33.39836,30.04758,41.87403,1683.94109,-0.41767,40.87387,7.1560522435268386,2.6658177477801686,0.0
33.41541,30.06526,41.85343,1680.06471,-0.5182,40.89057,7.1438119307157075,2.6612579091960096,0.0
33.43241,30.0829,41.82844,1676.21951,-0.61958,40.90727,7.136185323476018,2.6584167973311117,0.0
33.44936,30.10051,41.79905,1672.40309,-0.72158,40.92397,7.133151148718492,2.65728648739999,0.0
33.46627,30.11809,41.76526,1668.61303,-0.82396,40.94068,7.134686010780556,2.657858263902761,0.0
33.48314,30.13564,41.72707,1664.84684,-0.92648,40.95739,7.140764351294006,2.660122605674785,0.0
33.49997,30.15316,41.68451,1661.10199,-1.02891,40.97411,7.151358337954782,2.6640691444504894,0.0
33.51675,30.17064,41.6376,1657.37593,-1.13102,40.99083,7.166437684121386,2.669686597659025,0.0
33.5335,30.1881,41.58638,1653.66604,-1.23256,41.00756,7.185969401215807,2.6769626761871037,0.0
33.5502,30.20553,41.5309,1649.96967,-1.3333,41.02429,7.209917485995836,2.6858839678796977,0.0
33.56685,30.22293,41.47122,1646.28414,-1.433,41.04103,7.238242544959674,2.696435797620882,0.0
33.58347,30.24029,41.40741,1642.6067,-1.53144,41.05777,7.270901358343315,2.7086020649113847,0.0
33.60004,30.25763,41.33955,1638.93461,-1.62837,41.07451,7.3078463864852905,2.7223650599764655,0.0
33.61657,30.27493,41.26773,1635.26508,-1.72357,41.09126,7.349025221699764,2.7377052595742195,0.0
33.63306,30.29221,41.19203,1631.59528,-1.81681,41.10801,7.394379989307238,2.75460110386376,0.0
