train_loss,valid_loss
0.539119,0.600975
0.515505,0.574484
0.481216,0.513126
0.438312,0.579194
0.409940,0.434679
0.390420,0.495250
0.379684,0.438624
0.369922,0.400387
0.360079,0.409245
0.354159,0.436318
0.350686,0.384344
0.344109,0.358123
0.338811,0.386553
0.333635,0.351595
0.329641,0.352710
0.325801,0.352214
0.324885,0.357444
0.324016,0.355808
0.320622,0.351000
0.320310,0.344819
