avg w-distance,each dim w-distance
0.153464,0.146178
0.153464,0.133608
0.153464,0.159912
0.153464,0.150671
0.153464,0.199234
0.153464,0.053355
0.153464,0.180196
0.153464,0.180196
0.153464,0.177830
