mse,average
0.080279,0.491631
0.078817,
0.171342,
0.100133,
0.121381,
0.104984,
0.091475,
0.108389,
0.101365,
0.100186,
0.094218,
0.103457,
0.110443,
0.090288,
0.096495,
0.094873,
0.097249,
0.071636,
0.098590,
0.087105,
0.058501,
0.082015,
0.083226,
0.086850,
0.092505,
0.098015,
0.100247,
0.104244,
0.108517,
0.113326,
0.118300,
0.123292,
0.127301,
0.126660,
0.117239,
0.109647,
0.105452,
0.102642,
0.102926,
0.105201,
0.107665,
0.111028,
0.116915,
0.128367,
0.148094,
0.168644,
0.187549,
0.203931,
0.225707,
0.253789,
0.274366,
0.287496,
0.290432,
0.290067,
0.285413,
0.269938,
0.245313,
0.230574,
0.227697,
0.233632,
0.236911,
0.240466,
0.246182,
0.259847,
0.280503,
0.289895,
0.286187,
0.271150,
0.258034,
0.249783,
0.239503,
0.229772,
0.057699,
0.076303,
0.060983,
0.051752,
0.046940,
0.044621,
0.038836,
0.039801,
0.034263,
0.024238,
0.026798,
0.030143,
0.025299,
0.023940,
0.029729,
0.034408,
0.039936,
0.045166,
0.070172,
0.124271,
0.127817,
0.149225,
0.177234,
0.199375,
0.225429,
0.250403,
0.280006,
0.293805,
0.313181,
0.335036,
0.334230,
0.357010,
0.345072,
0.393856,
0.418674,
0.433712,
0.425304,
0.424892,
0.417579,
0.420012,
0.431313,
0.489970,
0.517857,
0.525476,
0.536275,
0.547548,
0.561333,
0.550273,
0.554184,
0.604935,
0.639072,
0.706125,
0.697920,
0.735126,
0.741240,
0.739327,
0.713424,
0.713496,
0.695739,
0.694485,
0.777424,
0.906311,
0.970182,
1.021158,
1.083115,
1.152939,
1.208889,
1.234049,
1.257495,
1.334656,
1.405406,
1.483706,
1.505744,
1.588863,
1.638586,
1.678049,
1.708187,
1.745781,
1.732252,
1.640520,
1.975321,
2.094759,
2.179303,
2.242530,
2.295759,
2.413191,
2.509284,
2.544663,
2.566063,
2.565556,
2.657559,
2.716849,
2.686030,
2.691054,
2.640445,
2.635774,
2.613758,
2.701377,
2.976364,
2.998654,
3.073288,
3.149866,
3.232138,
3.331192,
3.436755,
3.514913,
3.557653,
3.582739,
3.610047,
3.646561,
3.678895,
3.694737,
3.721547,
3.777205,
3.845548,
3.914508,
3.989369,
4.065720,
2.241558,
2.244522,
2.338786,
2.419520,
2.533403,
2.625759,
2.743623,
2.837626,
2.867364,
2.834172,
2.734143,
2.599963,
2.446270,
2.251095,
2.022820,
1.701192,
1.410574,
1.165625,
1.020765,
1.017051,
0.748184,
0.651695,
0.583005,
0.551802,
0.543188,
0.537328,
0.530794,
0.507645,
0.460437,
0.392739,
0.331886,
0.322421,
0.324054,
0.310937,
0.321179,
0.347767,
0.349863,
0.335719,
0.339290,
0.455886,
0.319060,
0.255492,
0.226305,
0.192848,
0.169849,
0.146755,
0.136677,
0.139374,
0.153192,
0.176220,
0.196843,
0.224029,
0.263851,
0.304008,
0.380888,
0.457483,
0.519003,
0.600895,
0.707955,
0.851328,
0.819708,
0.823155,
0.815295,
0.791288,
0.777239,
0.797391,
0.824760,
0.850078,
0.871991,
0.840780,
0.797024,
0.752147,
0.720925,
0.673296,
0.607787,
0.541189,
0.482707,
0.399134,
0.307103,
0.283306,
0.217732,
0.212379,
0.241955,
0.275977,
0.274244,
0.286933,
0.283065,
0.287398,
0.317237,
0.361664,
0.354980,
0.350059,
0.355644,
0.374003,
0.411703,
0.445680,
0.436608,
0.376959,
0.357312,
0.501790,
0.519393,
0.543216,
0.569661,
0.564930,
0.537874,
0.517778,
0.511819,
0.515269,
0.519916,
0.518707,
0.532847,
0.558762,
0.570797,
0.596246,
0.652954,
0.796596,
0.904571,
0.893689,
0.893603,
0.915251,
0.922198,
0.912502,
0.881808,
0.877665,
0.876672,
0.917902,
0.953904,
0.994177,
1.087719,
1.152418,
1.164215,
1.181891,
1.181254,
1.165035,
1.154066,
1.128018,
1.092884,
1.056678,
1.060713,
0.518231,
0.651395,
0.557978,
0.573102,
0.552430,
0.535861,
0.520629,
0.543287,
0.546096,
0.547008,
0.560276,
0.538054,
0.495686,
0.453581,
0.396971,
0.322421,
0.251218,
0.229184,
0.207029,
0.198415,
0.174282,
0.205729,
0.203954,
0.206886,
0.208625,
0.198617,
0.200697,
0.209326,
0.229283,
0.273423,
0.324703,
0.340569,
0.334440,
0.327371,
0.291764,
0.278836,
0.256189,
0.242273,
0.215913,
0.215722,
0.184506,
0.173276,
0.141926,
0.116278,
0.089914,
0.066669,
0.049473,
0.039327,
0.033534,
0.033966,
0.031581,
0.023667,
0.023565,
0.021156,
0.020176,
0.027754,
0.032969,
0.039875,
0.042506,
0.101555,
0.067214,
0.063084,
0.055203,
0.065073,
0.068675,
0.074835,
0.083577,
0.090118,
0.093326,
0.097268,
0.094558,
0.098368,
0.108817,
0.109166,
0.105273,
0.113138,
0.103200,
0.091077,
0.093153,
0.194763,
0.073051,
0.045362,
0.039088,
0.037614,
0.029803,
0.027932,
0.025468,
0.027730,
0.028325,
0.039555,
0.032310,
0.054039,
0.049009,
0.041304,
0.033562,
0.035366,
0.043269,
0.046688,
0.029097,
0.016279,
0.015963,
