avg w-distance,each dim w-distance
0.176680,0.204280
0.176680,0.208009
0.176680,0.110926
0.176680,0.129593
0.176680,0.193483
0.176680,0.195587
0.176680,0.176772
0.176680,0.176772
0.176680,0.194701
