avg w-distance,each dim w-distance
0.520345,0.536339
0.520345,0.564864
0.520345,0.546602
0.520345,0.576155
0.520345,0.487697
0.520345,0.551694
0.520345,0.530901
0.520345,0.530901
0.520345,0.357955
