mse,average
1.045515,
1.022875,
1.000028,
0.979366,
0.957548,
0.936254,
0.917246,
0.900777,
0.881259,
0.865951,
0.852941,
0.835766,
0.822961,
0.810531,
0.800813,
0.795284,
0.789957,
0.783177,
0.777218,
0.774699,
0.774325,
0.774084,
0.772380,
0.776074,
0.780424,
0.785768,
0.792638,
0.798634,
0.807179,
0.815932,
0.824653,
0.834966,
0.847222,
0.858975,
0.870896,
0.882940,
0.901354,
0.911891,
0.923645,
0.940119,
0.954519,
0.973401,
0.993700,
1.013663,
1.032475,
1.053746,
1.075100,
1.095271,
1.118022,
1.135744,
1.147438,
1.165856,
1.182712,
1.200472,
1.217186,
1.230882,
1.243476,
1.252452,
1.264789,
1.279444,
1.287143,
1.301575,
1.316505,
1.324651,
1.335144,
1.341258,
1.346581,
1.352254,
1.359615,
1.365829,
1.369542,
1.373707,
1.375249,
1.381417,
1.382251,
1.379559,
1.378145,
1.375211,
1.370486,
1.366594,
1.363028,
1.362014,
1.359155,
1.352060,
1.349038,
1.333434,
1.329014,
1.317281,
1.305806,
1.294181,
1.284548,
1.282490,
1.280077,
1.271640,
1.265949,
1.251490,
1.249090,
1.242778,
1.242654,
1.237840,
1.229335,
1.220649,
1.216927,
1.210821,
1.202337,
1.200696,
1.198154,
1.191793,
1.189304,
1.186711,
1.177286,
1.169758,
1.161646,
1.153807,
1.145695,
1.134480,
1.125546,
1.115393,
1.106965,
1.092612,
1.082570,
1.067287,
1.060834,
1.045293,
1.031305,
1.017293,
1.003963,
0.988776,
0.972157,
0.955876,
0.938019,
0.920483,
0.905971,
0.890853,
0.875341,
0.860599,
0.842912,
0.828256,
0.811125,
0.795137,
0.781769,
0.760133,
0.746691,
0.726283,
0.715086,
0.688029,
0.681073,
0.653960,
0.640167,
0.635391,
0.613844,
0.600722,
0.582270,
0.568159,
0.566071,
0.553139,
0.534676,
0.533280,
0.523183,
0.525760,
0.527007,
0.521733,
0.515987,
0.526726,
0.517877,
0.526812,
0.535627,
0.548238,
0.543269,
0.548466,
0.549909,
0.551789,
0.564993,
0.567461,
0.586508,
0.599581,
0.605042,
0.617523,
0.622407,
0.633250,
0.642514,
0.652969,
0.661111,
0.671211,
0.673017,
0.675432,
0.687737,
0.696192,
