0,1,2,3,4,5,6,7,8
16.44239,18.95421,43.83725,3198.12961,0.42559000000000013,45.34506,7.863339663423767,2.9293009215438093,-13.999999761185748
16.47249,18.98596,43.87267,3193.6454,0.42085000000000017,45.30658,7.8023360295902435,2.9065754628386142,-13.999999761185748
16.50257,19.01765,43.90758,3189.19638,0.4143899999999998,45.26844,7.742509170166511,2.8842883835638644,-13.999999761185748
16.53263,19.04928,43.94183,3184.78228,0.40625,45.23061,7.683990740765143,2.86248872889931,-13.999999761185748
16.56267,19.08084,43.97528,3180.40277,0.39642999999999995,45.1931,7.626904594356091,2.841222637335029,-13.999999761185748
16.59268,19.11235,44.0078,3176.05742,0.3849999999999999,45.15589,7.571366908782047,2.820533388174244,-13.999999761185748
16.62268,19.1438,44.03926,3171.74575,0.37198,45.11899,7.517486351405686,2.8004614628687627,-13.999999761185748
16.65265,19.1752,44.06953,3167.4672,0.35741999999999996,45.08237,7.465364275302648,2.781044618106021,-13.999999761185748
16.6826,19.20653,44.09849,3163.22115,0.34134999999999993,45.04603,7.415094941626639,2.762317968645936,-13.999999761185748
16.71253,19.23781,44.12603,3159.00691,0.32384,45.00996,7.366765763038358,2.744314078004581,-13.999999761185748
16.74244,19.26903,44.15202,3154.82373,0.30491999999999997,44.97414,7.320457563373612,2.727063055187399,-13.999999761185748
16.77233,19.3002,44.17636,3150.67082,0.28464999999999996,44.93856,7.276244849043617,2.710592655792949,-13.999999761185748
16.8022,19.33131,44.19894,3146.54732,0.26308999999999994,44.90322,7.2341960879621405,2.6949283859206097,-13.999999761185748
16.83205,19.36237,44.21967,3142.45232,0.24027999999999994,44.86809,7.194373992159339,2.6800936074516657,-13.999999761185748
16.86187,19.39337,44.23845,3138.38487,0.21628999999999998,44.83317,7.156835800536006,2.6661096433827094,-13.999999761185748
16.89168,19.42431,44.25519,3134.34397,0.19118000000000002,44.79844,7.12163355856954,2.65299588202347,-13.999999761185748
16.92146,19.45521,44.2698,3130.32858,0.16501,44.76388,7.088814392068624,2.640769878977638,-13.999999761185748
16.95123,19.48605,44.28221,3126.33762,0.13783999999999996,44.72948,7.058420772415928,2.6294474559527456,-13.999999761185748
16.98097,19.51684,44.29234,3122.36997,0.10973,44.69523,7.030490770996222,2.61904279554134,-13.999999761185748
17.0107,19.54757,44.30012,3118.42447,0.08074999999999999,44.6611,7.005058300795837,2.6095685312231325,-13.999999761185748
17.0404,19.57825,44.3055,3114.49992,0.050960000000000005,44.62709,6.982153343413319,2.601035831932445,-13.999999761185748
17.07009,19.60888,44.30842,3110.59511,0.020440000000000014,44.59317,6.961802159975771,2.5934544806300948,-13.999999761185748
17.09975,19.63946,44.30881,3106.70877,-0.010759999999999992,44.55933,6.9440274846352805,2.5868329463859068,-13.999999761185748
17.1294,19.66999,44.30665,3102.83964,-0.04255999999999999,44.52556,6.928848699580467,2.581178449575118,-13.999999761185748
17.15902,19.70047,44.30189,3098.98638,-0.07489000000000001,44.49183,6.916281990637147,2.576497019843719,-13.999999761185748
17.18863,19.73089,44.29449,3095.14768,-0.10768,44.45814,6.906340482732391,2.572793546572381,-13.999999761185748
17.21821,19.76126,44.28443,3091.32216,-0.14087,44.42445,6.899034354637202,2.570071821621124,-13.999999761185748
17.24778,19.79159,44.27168,3087.50844,-0.17437999999999998,44.39076,6.894370932568445,2.5683345741984924,-13.999999761185748
17.27733,19.82186,44.25623,3083.70511,-0.20814,44.35704,6.892354762350914,2.5675834977438314,-13.999999761185748
17.30686,19.85208,44.23807,3079.91076,-0.24207999999999996,44.32328,6.892987659968074,2.567819268758762,-13.999999761185748
17.33636,19.88225,44.21719,3076.12394,-0.27613,44.28946,6.89626874046827,2.5690415575755083,-13.999999761185748
17.36585,19.91237,44.1936,3072.34318,-0.31022,44.25557,6.9021944252837,2.571249031083408,-13.999999761185748
17.39532,19.94244,44.16729,3068.56701,-0.34427,44.22158,6.910758428165346,2.574439347489298,-13.999999761185748
17.42477,19.97246,44.13829,3064.79395,-0.37821,44.18747,6.921951720005636,2.5786091432130385,-13.999999761185748
17.45421,20.00243,44.10661,3061.02248,-0.41197,44.15323,6.935762473004922,2.583754012088054,-13.999999761185748
17.48362,20.03235,44.07227,3057.25111,-0.44548,44.11885,6.952175984676473,2.589868477051191,-13.999999761185748
17.51301,20.06222,44.03531,3053.47829,-0.47867,44.08429,6.971174582387735,2.596945954581827,-13.999999761185748
17.54239,20.09203,43.99576,3049.70251,-0.51147,44.04955,6.9927375091946455,2.604978712172151,-13.999999761185748
17.57174,20.1218,43.95365,3045.92223,-0.5438,44.0146,7.016840791932817,2.613957819187657,-13.999999761185748
17.60108,20.15152,43.90905,3042.13591,-0.5756,43.97943,7.04345709263677,2.6238730915168995,-13.999999761185748
17.6304,20.18118,43.86199,3038.34202,-0.60679,43.94402,7.072555544524888,2.6347130304715707,-13.999999761185748
17.65969,20.21079,43.81253,3034.539,-0.63732,43.90835,7.104101573982789,2.6464647564706283,-13.999999761185748
17.68897,20.24036,43.76075,3030.72534,-0.6671,43.87241,7.138056710124676,2.6591139380968825,-13.999999761185748
17.71823,20.26987,43.7067,3026.89949,-0.69607,43.83617,7.17437838374857,2.6726447172025325,-13.999999761185748
17.74747,20.29932,43.65046,3023.05993,-0.72417,43.79962,7.213019717683153,2.6870396308078512,-13.999999761185748
17.7767,20.32873,43.5921,3019.20516,-0.75133,43.76274,7.253929310728924,2.702279530613576,-13.999999761185748
17.80589,20.3581,43.53196,3015.33294,-0.77134,43.77566,7.296797945731352,2.7182492250936514,0.0
17.83503,20.38744,43.47036,3011.44124,-0.79024,43.78859,7.341305785865579,2.7348295666154048,0.0
17.86414,20.41675,43.40739,3007.52888,-0.80798,43.80154,7.387376263249415,2.751992031628098,0.0
17.89319,20.44604,43.34316,3003.59471,-0.82454,43.8145,7.434928255227284,2.7697063998080638,0.0
17.92221,20.4753,43.27776,2999.63763,-0.83985,43.82748,7.48387558459026,2.787940567877517,0.0
17.95118,20.50454,43.21129,2995.65655,-0.85389,43.84047,7.534126955671822,2.806660525798548,0.0
17.9801,20.53375,43.14386,2991.65044,-0.8666,43.85347,7.585585914330447,2.825830341865575,0.0
18.00898,20.56293,43.07558,2987.61833,-0.87796,43.86649,7.638150834999762,2.8454121578811966,0.0
18.03782,20.59208,43.00656,2983.55927,-0.88793,43.87952,7.691714937933115,2.86536619558024,0.0
18.06661,20.62121,42.93692,2979.47237,-0.89648,43.89256,7.7461663397204354,2.885650775448623,0.0
18.09535,20.6503,42.86675,2975.35683,-0.90358,43.90562,7.801388140045887,2.9062223490428662,0.0
18.12405,20.67937,42.79619,2971.21185,-0.9092200000000001,43.91869,7.857258547454444,2.927035545841445,0.0
18.1527,20.70841,42.72535,2967.03675,-0.91337,43.93177,7.913651046726504,2.948043235596244,0.0
18.18131,20.73742,42.65434,2962.8309,-0.91601,43.94486,7.970434610120624,2.9691966070260256,0.0
18.20987,20.7664,42.58329,2958.59371,-0.91713,43.95796,8.027473954451052,2.990445263584584,0.0
18.23838,20.79535,42.51231,2954.32471,-0.91673,43.97107,8.084629845543535,3.0117373368785367,0.0
18.26684,20.82428,42.44153,2950.02348,-0.91479,43.98419,8.141759451141446,3.033019618134149,0.0
18.29526,20.85317,42.37106,2945.68969,-0.9113200000000001,43.99732,8.198716742832783,3.05423770792571,0.0
18.32363,20.88203,42.30102,2941.32309,-0.90632,44.01046,8.255352946988404,3.0753361841618965,0.0
18.35195,20.91086,42.23152,2936.9235,-0.8998000000000002,44.02361,8.311517044058661,3.0962587880868986,0.0
18.38022,20.93966,42.16269,2932.49086,-0.89177,44.03677,8.367056314922912,3.1169486278099976,0.0
18.40845,20.96842,42.09464,2928.02517,-0.88225,44.04993,8.421816932280302,3.137348398614184,0.0
18.43662,20.99716,42.02748,2923.52654,-0.87125,44.0631,8.475644594352504,3.1574006190271064,0.0
18.46475,21.02586,41.96131,2918.99515,-0.85881,44.07628,8.5283851974009,3.1770478813514167,0.0
18.49282,21.05453,41.89626,2914.43131,-0.84496,44.08947,8.57988554285531,3.1962331150888263,0.0
18.52085,21.08316,41.83241,2909.83538,-0.82972,44.10266,8.629994074121525,3.2148998614202977,0.0
18.54882,21.11177,41.76988,2905.20784,-0.81315,44.11586,8.678561637431324,3.232992556642697,0.0
18.57675,21.14033,41.70875,2900.54926,-0.79528,44.12907,8.725442260481392,3.250456822232277,0.0
18.60462,21.16887,41.64913,2895.8603,-0.77616,44.14228,8.77049394201877,3.267239758986033,0.0
18.63245,21.19737,41.5911,2891.1417,-0.75584,44.15549,8.81357944501718,3.283290242500752,0.0
