date,date1,date2,date3,date4,date5,OT,OT,OT
10.81679,8.99359,47.49317,3811.23929,-0.41594,35.91104,6.186859438951056,2.3047679270782457,0
10.8581,9.02405,47.45067,3807.88284,-0.43611,35.9192,6.212987587233934,2.314501349786574,0
10.89937,9.0545,47.40623,3804.51635,-0.45579,35.92739,6.240893670171551,2.324897099934069,0
10.9406,9.08493,47.3599,3801.13869,-0.47494,35.93561,6.270548467794793,2.3359442923134117,0
10.98179,9.11534,47.31173,3797.74876,-0.49352,35.94386,6.301919840526593,2.3476309540865015,0
11.02294,9.14574,47.26179,3794.34545,-0.51148,35.95214,6.334972600996382,2.3599439770319663,0
11.06405,9.17612,47.21014,3790.92769,-0.52879,35.96045,6.369668383713494,2.3728690689950755,0
11.10511,9.20649,47.15685,3787.49439,-0.54541,35.96879,6.405965513987733,2.386390705057206,0
11.14614,9.23683,47.102,3784.04449,-0.5613,35.97716,6.443818877635355,2.4004920789978845,0
11.18712,9.26716,47.04567,3780.57695,-0.57643,35.98556,6.483179793092942,2.4151550556538512,0
11.22806,9.29748,46.98793,3777.09074,-0.59077,35.99399,6.523995887712804,2.4303601248358326,0
11.26896,9.32777,46.92886,3773.58486,-0.60428,36.00245,6.566210980096143,2.446086357494556,0
11.30982,9.35805,46.86856,3770.05833,-0.61693,36.01094,6.609764970439258,2.4623113648718222,0
11.35063,9.38831,46.80711,3766.5102,-0.62868,36.01945,6.654593740975748,2.479011261412605,0
11.39141,9.41855,46.74461,3762.93954,-0.63952,36.028,6.700629068672466,2.4961606322420034,0
