avg w-distance,each dim w-distance
0.494196,0.581881
0.494196,0.553221
0.494196,0.547988
0.494196,0.577830
0.494196,0.499141
0.494196,0.401252
0.494196,0.471207
0.494196,0.471207
0.494196,0.344035
