avg w-distance,each dim w-distance
0.136082,0.100593
0.136082,0.191227
0.136082,0.114849
0.136082,0.126742
0.136082,0.158477
0.136082,0.139437
0.136082,0.120814
0.136082,0.120697
0.136082,0.151899
