train_loss,valid_loss
0.608448,0.235095
0.556966,0.224623
0.484904,0.192987
0.425958,0.186989
0.394825,0.206195
0.382916,0.174449
0.364837,0.199963
0.354717,0.158893
0.339684,0.166431
0.329872,0.190120
0.322333,0.176250
0.315140,0.175912
0.302393,0.154546
0.296185,0.148207
0.293241,0.151397
0.283440,0.151875
0.281907,0.161440
0.277852,0.148660
0.275966,0.145351
0.275096,0.144857
