avg w-distance,each dim w-distance
0.547934,0.746404
0.547934,0.523034
0.547934,0.528128
0.547934,0.568256
0.547934,0.462863
0.547934,0.806495
0.547934,0.387020
0.547934,0.387020
0.547934,0.522187
