avg w-distance,each dim w-distance
0.170198,0.254625
0.170198,0.144776
0.170198,0.127552
0.170198,0.159465
0.170198,0.196641
0.170198,0.157374
0.170198,0.159106
0.170198,0.159106
0.170198,0.173133
