avg w-distance,each dim w-distance
0.215839,0.291685
0.215839,0.269800
0.215839,0.168740
0.215839,0.200622
0.215839,0.175514
0.215839,0.291794
0.215839,0.174823
0.215839,0.174823
0.215839,0.194746
