avg w-distance,each dim w-distance
0.537395,0.636373
0.537395,0.530497
0.537395,0.568266
0.537395,0.624941
0.537395,0.576546
0.537395,0.490421
0.537395,0.506372
0.537395,0.506372
0.537395,0.396763
