train_loss,valid_loss
0.202382,0.046075
0.069761,0.072848
0.055289,0.069492
0.043693,0.054876
0.037510,0.029806
0.033420,0.034599
0.030728,0.028240
0.028834,0.030501
0.027793,0.029491
0.026974,0.027568
