0.048030,0.048030,57.696620,5079.206930,-0.467830,45.000100,7.032860,2.619925,0.000000
0.098486,0.098486,57.633776,5075.179252,-0.433156,45.000260,7.084060,2.638999,0.000000
0.148889,0.148898,57.575858,5071.113714,-0.397708,45.000464,7.130561,2.656322,0.000000
0.199266,0.199268,57.522979,5067.012917,-0.361577,45.000715,7.172182,2.671826,0.000000
0.249592,0.249602,57.475212,5062.879586,-0.324853,45.001026,7.208758,2.685452,0.000000
0.299882,0.299892,57.432614,5058.716583,-0.287614,45.001375,7.240148,2.697146,0.000000
0.350131,0.350141,57.395261,5054.526847,-0.249963,45.001779,7.266237,2.706864,0.000000
0.400340,0.400354,57.363186,5050.313411,-0.211988,45.002235,7.286930,2.714573,0.000000
0.450502,0.450526,57.336410,5046.079373,-0.173795,45.002735,7.302160,2.720247,0.000000
0.500627,0.500657,57.314957,5041.827905,-0.135472,45.003283,7.311888,2.723871,0.000000
0.550707,0.550742,57.298829,5037.562206,-0.097123,45.003887,7.316097,2.725439,0.000000
0.600743,0.600794,57.288015,5033.285499,-0.058842,45.004535,7.314799,2.724955,0.000000
0.650760,0.650783,57.281470,5029.002787,-0.036182,44.959033,7.309085,2.722826,-22.737930
0.700790,0.700670,57.277247,5024.719760,-0.024733,44.880768,7.300975,2.719805,-36.999999
0.750842,0.750454,57.274589,5020.438949,-0.013549,44.802584,7.291265,2.716188,-36.999999
0.800916,0.800123,57.273455,5016.161352,-0.002640,44.724495,7.280004,2.711993,-36.999999
0.851020,0.849688,57.273806,5011.887933,0.007960,44.646523,7.267248,2.707241,-36.999999
0.901140,0.899135,57.275592,5007.619638,0.018232,44.568680,7.253053,2.701953,-36.999999
0.951289,0.948480,57.278771,5003.357375,0.028164,44.490988,7.237479,2.696151,-36.999999
1.001462,0.997717,57.283282,4999.102035,0.037735,44.413450,7.220590,2.689860,-36.999999
1.051668,1.046830,57.289101,4994.854644,0.046903,44.336091,7.202425,2.683093,-36.999999
1.101886,1.095850,57.296182,4990.616104,0.055672,44.258925,7.183055,2.675877,-36.999999
