avg w-distance,each dim w-distance
0.185599,0.170840
0.185599,0.242553
0.185599,0.177019
0.185599,0.157656
0.185599,0.209489
0.185599,0.207896
0.185599,0.172091
0.185599,0.172111
0.185599,0.160732
