avg w-distance,each dim w-distance
0.374444,0.248064
0.374444,0.117589
0.374444,0.264134
0.374444,0.116555
0.374444,0.972354
0.374444,0.161889
0.374444,0.700256
0.374444,0.700256
0.374444,0.088900
