train_loss,valid_loss
0.998081,0.249618
0.870135,0.229728
0.838323,0.221580
0.834591,0.216740
0.854004,0.232560
0.877732,0.238250
0.852610,0.239040
0.869018,0.222691
0.859739,0.230895
0.851129,0.244540
0.849934,0.223256
0.860242,0.224741
0.841689,0.226652
0.853514,0.214712
0.836361,0.221018
0.835417,0.221678
0.823147,0.216929
0.825907,0.213651
0.821038,0.218912
0.825750,0.217335
