train_loss,valid_loss
0.652146,0.729484
0.635204,0.718400
0.606627,0.692358
0.568596,0.650859
0.527686,0.634077
0.488159,0.671633
0.457786,0.542103
0.438756,0.530884
0.422783,0.589773
0.413173,0.481655
0.399386,0.517433
0.392263,0.564405
0.384786,0.519322
0.378939,0.561747
0.376956,0.540186
0.374698,0.526291
0.370349,0.495566
0.369965,0.517737
0.373147,0.531357
0.369831,0.520258
