avg w-distance,each dim w-distance
0.694323,0.565734
0.694323,0.734680
0.694323,0.822983
0.694323,0.634475
0.694323,1.074893
0.694323,0.368072
0.694323,0.858513
0.694323,0.858513
0.694323,0.331042
