avg w-distance,each dim w-distance
0.207368,0.268389
0.207368,0.281807
0.207368,0.154858
0.207368,0.182189
0.207368,0.190758
0.207368,0.231058
0.207368,0.148468
0.207368,0.148468
0.207368,0.260320
