mse,average
0.220218,
0.241756,
0.204592,
0.212405,
0.205055,
0.177784,
0.163596,
0.177262,
0.193613,
0.169395,
0.189009,
0.168110,
0.189311,
0.200613,
0.196577,
0.205282,
0.230687,
0.221795,
0.238411,
0.241906,
0.278986,
0.308242,
0.228288,
0.232446,
0.228130,
0.189899,
0.148418,
0.167610,
0.188880,
0.151046,
0.163486,
0.141070,
0.173886,
0.199195,
0.199495,
0.234007,
0.278425,
0.254345,
0.287127,
0.285318,
0.346233,
0.373529,
0.376839,
0.380273,
0.383988,
0.388209,
0.392907,
0.397780,
0.402846,
0.408161,
0.413393,
0.418493,
0.423374,
0.428306,
0.432765,
0.436942,
0.441143,
0.445396,
0.156125,
0.114878,
0.094833,
0.092927,
0.092939,
0.095723,
0.099967,
0.087281,
0.091244,
0.103103,
0.104126,
0.101256,
0.108509,
0.105315,
0.123295,
0.101841,
0.087043,
0.093771,
0.129236,
0.119169,
0.150552,
0.152133,
0.155610,
0.165890,
0.193514,
0.188125,
0.169029,
0.189656,
0.196414,
0.209793,
0.198510,
0.203700,
0.209115,
0.192335,
0.195570,
0.221214,
0.208214,
0.215870,
0.222203,
0.221240,
0.260836,
0.260769,
0.266182,
0.272024,
0.301800,
0.302593,
0.280149,
0.289874,
0.284647,
0.275273,
0.241771,
0.228579,
0.205117,
0.180035,
0.162592,
0.153871,
0.131155,
0.113807,
0.108342,
0.099109,
0.105638,
0.097217,
0.098024,
0.091415,
0.105857,
0.112339,
0.102887,
0.100389,
0.102994,
0.097741,
0.085097,
0.083104,
0.074558,
0.069894,
0.067093,
0.063581,
0.057455,
0.053280,
0.063656,
0.065179,
0.060563,
0.065456,
0.076447,
0.067985,
0.072980,
0.092947,
0.099464,
0.089261,
0.092499,
0.085010,
0.084104,
0.084477,
0.078450,
0.086504,
0.086931,
0.077108,
0.075818,
0.074815,
0.090222,
0.091549,
0.090970,
0.090474,
0.089979,
0.089250,
0.088145,
0.086510,
0.084684,
0.082902,
0.081276,
0.079491,
0.077724,
0.075842,
0.074115,
0.072479,
0.070926,
0.069505,
0.068227,
0.067032,
0.065980,
0.064994,
0.064214,
0.063581,
0.063038,
0.062649,
0.062377,
0.062211,
0.062184,
0.062241,
0.062468,
0.062875,
0.063397,
0.064014,
0.064813,
0.065670,
0.066631,
0.067790,
0.068372,
0.068868,
0.069166,
0.069334,
0.069254,
0.069106,
0.068849,
0.068992,
0.069251,
0.069792,
0.070528,
0.071905,
0.073664,
0.076233,
0.078794,
0.081997,
0.085660,
0.089719,
0.094531,
0.100274,
0.106804,
0.113455,
0.120236,
0.127100,
0.134318,
0.141552,
0.149548,
0.157296,
0.165324,
0.174185,
0.183553,
0.192896,
0.201050,
0.209648,
0.219781,
0.231437,
0.246037,
0.261810,
0.276378,
0.288122,
0.297297,
0.305555,
0.313359,
0.320810,
0.325140,
0.324985,
0.322465,
0.318372,
0.312943,
0.305771,
0.298187,
0.290106,
0.281665,
0.270222,
0.258183,
0.245548,
0.233099,
0.220917,
0.209163,
0.196975,
0.185778,
0.176673,
0.169241,
0.162999,
0.158176,
0.155379,
0.153622,
0.152529,
0.152299,
0.153229,
0.155307,
0.158417,
0.162616,
0.167900,
0.174130,
0.180919,
0.188347,
0.196409,
0.206511,
0.217921,
0.229536,
0.240291,
0.251010,
0.261204,
0.270917,
0.279738,
0.288840,
0.297385,
0.305927,
0.314023,
0.322913,
0.333147,
0.344288,
0.354545,
0.363805,
0.372463,
0.379543,
0.384609,
0.389186,
0.392680,
0.168732,
0.213602,
0.254926,
0.244220,
0.308879,
0.275399,
0.265473,
0.376922,
0.365829,
0.467840,
0.349587,
0.218213,
0.193479,
0.142593,
0.132105,
0.191293,
0.173824,
0.093182,
0.051670,
0.082600,
0.039024,
0.092324,
0.122911,
0.088431,
0.100407,
0.108422,
0.096683,
0.138053,
0.141091,
0.162307,
0.135621,
0.114917,
0.097874,
0.092584,
0.114299,
0.146050,
0.157203,
0.092204,
0.054953,
0.093764,
0.055185,
0.083817,
0.107029,
0.093327,
0.104800,
0.113871,
0.107036,
0.146382,
0.159128,
0.185525,
0.172478,
0.160296,
0.153748,
0.160373,
0.185060,
0.223264,
0.234276,
0.200921,
0.181548,
0.212348,
0.195592,
0.209588,
0.224530,
0.227574,
0.243586,
0.245196,
0.242366,
0.281627,
0.287360,
0.320146,
0.308555,
0.289987,
0.280873,
0.279695,
0.286730,
0.296134,
0.288239,
0.262005,
0.239449,
0.231209,
0.215739,
0.208414,
0.201433,
0.202860,
0.222935,
0.197789,
0.179944,
0.222761,
0.212381,
0.256708,
0.218422,
0.158939,
0.142303,
0.119186,
0.111099,
0.098410,
0.084194,
0.071407,
0.053575,
0.036833,
0.030732,
0.025561,
0.020483,
0.016277,
0.013120,
0.010689,
0.008767,
0.007647,
0.007223,
0.007345,
0.008001,
0.008935,
0.010222,
0.011793,
0.013205,
0.014432,
0.015573,
0.016682,
0.017674,
0.018306,
0.018495,
0.018415,
