train_loss,valid_loss
0.552114,0.563313
0.521917,0.491906
0.483317,0.480153
0.449318,0.445991
0.420169,0.455114
0.403158,0.470620
0.392324,0.382947
0.379132,0.411151
0.371821,0.374309
0.361635,0.417536
0.352151,0.415626
0.348230,0.412766
0.340280,0.415955
0.333579,0.383534
0.332135,0.373591
0.325262,0.396068
0.322085,0.382135
0.320758,0.380357
0.320622,0.380394
0.317061,0.382451
