avg w-distance,each dim w-distance
0.208016,0.104554
0.208016,0.300078
0.208016,0.250054
0.208016,0.232404
0.208016,0.261614
0.208016,0.151014
0.208016,0.194604
0.208016,0.194604
0.208016,0.183214
