train_loss,valid_loss
1.072658,0.307005
0.962104,0.255852
0.876200,0.231008
0.842985,0.220408
0.839794,0.220156
0.834677,0.233884
0.837558,0.226488
0.839293,0.220053
0.836365,0.217896
0.836222,0.222882
0.834553,0.224475
0.833366,0.216394
0.828340,0.220608
0.834067,0.221012
0.823475,0.219282
0.830142,0.220018
0.834063,0.220654
0.823355,0.221897
0.826431,0.219483
0.826595,0.220292
