avg w-distance,each dim w-distance
0.360531,0.235983
0.360531,0.112314
0.360531,0.241890
0.360531,0.110189
0.360531,0.949569
0.360531,0.163046
0.360531,0.673036
0.360531,0.673036
0.360531,0.085715
