train_loss,valid_loss
0.634305,0.728041
0.564009,0.604690
0.486253,0.684505
0.443205,0.461500
0.416859,0.440454
0.404159,0.446832
0.386806,0.497092
0.374762,0.480024
0.360409,0.439330
0.359165,0.395976
0.342314,0.460934
0.333270,0.355621
0.323415,0.433189
0.316471,0.317133
0.308452,0.341286
0.299196,0.326105
0.292399,0.333425
0.290653,0.295293
0.287205,0.298289
0.287710,0.297103
