avg w-distance,each dim w-distance
0.190885,0.228710
0.190885,0.216097
0.190885,0.165909
0.190885,0.177295
0.190885,0.280421
0.190885,0.146277
0.190885,0.187888
0.190885,0.187888
0.190885,0.127482
