train_loss,valid_loss
0.799617,1.769794
0.797822,1.767717
0.791866,1.765076
0.775581,1.757860
0.754463,1.745470
0.729442,1.729885
0.705261,1.714440
0.678489,1.701335
0.662233,1.690566
0.641062,1.679116
0.624532,1.670509
0.618522,1.663426
0.605868,1.657849
0.597923,1.653884
0.593476,1.650838
0.588541,1.648632
0.585481,1.647598
0.584769,1.646711
0.580227,1.646774
0.579750,1.647256
