avg w-distance,each dim w-distance
0.561990,0.485266
0.561990,0.679566
0.561990,0.548457
0.561990,0.596553
0.561990,0.438153
0.561990,0.395794
0.561990,0.601690
0.561990,0.601690
0.561990,0.710736
