avg w-distance,each dim w-distance
0.221056,0.204136
0.221056,0.312265
0.221056,0.108788
0.221056,0.155455
0.221056,0.237551
0.221056,0.097635
0.221056,0.303122
0.221056,0.303122
0.221056,0.267426
