0.048031,0.048031,57.696654,5079.206695,-0.467824,45.000102,7.032801,2.619903,0.000000
0.096026,0.096028,57.636584,5075.377398,-0.434884,45.000247,7.081831,2.638168,0.000000
0.143984,0.143989,57.581050,5071.513046,-0.401227,45.000438,7.126498,2.654808,0.000000
0.191906,0.191912,57.530096,5067.616198,-0.366933,45.000675,7.166707,2.669787,0.000000
0.239792,0.239799,57.483766,5063.689410,-0.332082,45.000956,7.202363,2.683070,0.000000
0.287640,0.287649,57.442107,5059.735237,-0.296756,45.001282,7.233369,2.694620,0.000000
0.335452,0.335463,57.405175,5055.756182,-0.261032,45.001652,7.259608,2.704395,0.000000
0.383226,0.383240,57.373020,5051.754760,-0.224992,45.002068,7.280976,2.712355,0.000000
0.430959,0.430984,57.345810,5047.733404,-0.186606,45.008837,7.297262,2.718422,3.104895
0.478650,0.478695,57.323667,5043.694765,-0.148602,45.014070,7.308316,2.722540,2.328671
0.526301,0.526370,57.306393,5039.642093,-0.113120,45.011637,7.314332,2.724781,-1.466200
0.573923,0.574001,57.293544,5035.578920,-0.081711,44.997155,7.315759,2.725313,-7.417249
0.621523,0.621575,57.284514,5031.508790,-0.055326,44.967999,7.313228,2.724370,-14.662004
0.669118,0.669081,57.278615,5027.435031,-0.034321,44.923302,7.307458,2.722220,-22.337995
0.716716,0.716505,57.275147,5023.360573,-0.018452,44.863948,7.299181,2.719137,-29.582750
0.764329,0.763838,57.273486,5019.287819,-0.006874,44.792579,7.289052,2.715364,-35.533799
0.811964,0.811070,57.273161,5015.218558,0.001854,44.713591,7.277570,2.711086,-39.328671
0.859626,0.858196,57.273926,5011.153923,0.009767,44.633133,7.264995,2.706402,-40.104894
0.907312,0.905222,57.275848,5007.094397,0.019491,44.559104,7.251269,2.701289,-36.999999
0.955022,0.952150,57.279023,5003.040473,0.028899,44.485208,7.236302,2.695713,-36.999999
1.002753,0.998977,57.283405,4998.992914,0.037975,44.411461,7.220148,2.689695,-36.999999
1.050507,1.045706,57.288949,4994.952452,0.046701,44.337871,7.202865,2.683257,-36.999999
1.098281,1.092336,57.295604,4990.919792,0.055064,44.264453,7.184511,2.676419,-36.999999
1.146076,1.138868,57.303321,4986.895608,0.063048,44.191214,7.165149,2.669207,-36.999999
1.193892,1.185302,57.312047,4982.880545,0.070638,44.118168,7.144841,2.661641,-36.999999
1.241728,1.231639,57.321731,4978.875213,0.077823,44.045324,7.123651,2.653747,-36.999999
1.289584,1.277879,57.332317,4974.880191,0.084590,43.972690,7.101643,2.645549,-36.999999
1.337461,1.324022,57.343746,4970.896024,0.090929,43.900276,7.078884,2.637071,-36.999999
1.385357,1.370070,57.355963,4966.923224,0.096830,43.828088,7.055440,2.628337,-36.999999
1.433272,1.416022,57.368908,4962.962265,0.102283,43.756135,7.031378,2.619373,-36.999999
