date,date7,date1,date2,date3,date4,date5,OT,OT,OT
2020-1-2 22:00,2.25059,2.18284,57.64041,4897.72703,0.12195,42.5725,6.591183889,2.455389423,-36.99999937
2020-1-2 23:00,2.29881,2.22713,57.65585,4894.02034,0.11879,42.50523,6.566941287,2.446358416,-36.99999937
2020-1-3 0:00,2.34706,2.27132,57.67083,4890.32791,0.11518,42.43821,6.543227961,2.437524578,-36.99999937
2020-1-3 1:00,2.39531,2.31543,57.68532,4886.64953,0.11112,42.37143,6.520090655,2.428905323,-36.99999937
2020-1-3 2:00,2.44358,2.35946,57.69925,4882.985,0.10663,42.30488,6.497574402,2.420517426,-36.99999937
2020-1-3 3:00,2.49187,2.40339,57.71256,4879.33405,0.1017,42.23856,6.475722521,2.412377026,-36.99999937
2020-1-3 4:00,2.54017,2.44724,57.72521,4875.69642,0.09636,42.17246,6.454576617,2.40449962,-36.99999937
2020-1-3 5:00,2.58848,2.491,57.73715,4872.07179,0.0906,42.10658,6.434176586,2.396900072,-36.99999937
2020-1-3 6:00,2.63681,2.53467,57.74831,4868.45986,0.08444,42.0409,6.414560623,2.389592609,-36.99999937
2020-1-3 7:00,2.68516,2.57826,57.75865,4864.86026,0.0779,41.97542,6.395765238,2.382590834,-36.99999937
2020-1-3 8:00,2.73351,2.62176,57.76814,4861.27262,0.07097,41.91013,6.377825276,2.375907726,-36.99999937
2020-1-3 9:00,2.78189,2.66518,57.77671,4857.69656,0.06369,41.84502,6.360773933,2.369555652,-36.99999937
2020-1-3 10:00,2.83027,2.70851,57.78432,4854.13166,0.05605,41.78008,6.34464278,2.363546373,-36.99999937
2020-1-3 11:00,2.87867,2.75176,57.79094,4850.57748,0.04807,41.7153,6.329461792,2.357891056,-36.99999937
2020-1-3 12:00,2.92708,2.79492,57.79652,4847.03356,0.03977,41.65068,6.315259369,2.35260028,-36.99999937
2020-1-3 13:00,2.9755,2.838,57.80102,4843.49944,0.03115,41.58619,6.302062369,2.34768405,-36.99999937
2020-1-3 14:00,3.02394,2.88099,57.8044,4839.97461,0.02224,41.52184,6.289896132,2.343151806,-36.99999937
2020-1-3 15:00,3.07239,2.9239,57.80664,4836.45858,0.01304,41.4576,6.278784512,2.339012435,-36.99999937
2020-1-3 16:00,3.12085,2.96673,57.8077,4832.95081,0.00358,41.39348,6.268749901,2.335274279,-36.99999937
2020-1-3 17:00,3.16933,3.00947,57.80754,4829.45077,-0.00614,41.32945,6.259813263,2.331945146,-36.99999937
2020-1-3 18:00,3.21782,3.05213,57.80613,4825.95789,-0.01609,41.2655,6.251994155,2.329032323,-36.99999937
2020-1-3 19:00,3.26632,3.09471,57.80346,4822.47161,-0.02626,41.20163,6.245310757,2.326542581,-36.99999937
2020-1-3 20:00,3.31483,3.1372,57.7995,4818.99133,-0.03664,41.13781,6.239779892,2.324482188,-36.99999937
2020-1-3 21:00,3.36335,3.17961,57.79421,4815.51646,-0.0472,41.07405,6.235417055,2.322856917,-36.99999937
2020-1-3 22:00,3.41189,3.22194,57.78759,4812.04639,-0.05794,41.01032,6.232236426,2.321672049,-36.99999937
2020-1-3 23:00,3.46044,3.26419,57.77961,4808.58049,-0.06883,40.94662,6.230250893,2.320932385,-36.99999937
2020-1-4 0:00,3.509,3.30635,57.77025,4805.11814,-0.07986,40.88292,6.229472065,2.320642252,-36.99999937
2020-1-4 1:00,3.55757,3.34844,57.75951,4801.65868,-0.091,40.81922,6.229910289,2.320805501,-36.99999937
2020-1-4 2:00,3.60616,3.39044,57.74737,4798.20146,-0.10226,40.75551,6.231574656,2.321425522,-36.99999937
2020-1-4 3:00,3.65475,3.43235,57.73382,4794.74582,-0.11359,40.69176,6.234473011,2.322505235,-36.99999937
2020-1-4 4:00,3.70336,3.47419,57.71885,4791.29108,-0.125,40.62797,6.238611956,2.324047101,-36.99999937
2020-1-4 5:00,3.75198,3.51595,57.70246,4787.83657,-0.13645,40.56412,6.243996851,2.326053117,-36.99999937
2020-1-4 6:00,3.80061,3.55762,57.68464,4784.3816,-0.14794,40.5002,6.250631816,2.328524815,-36.99999937
2020-1-4 7:00,3.84925,3.59921,57.6654,4780.92547,-0.15944,40.4362,6.25851972,2.331463267,-36.99999937
2020-1-4 8:00,3.89791,3.64072,57.64473,4777.46749,-0.17093,40.3721,6.267662176,2.334869073,-36.99999937
2020-1-4 9:00,3.94657,3.68214,57.62264,4774.00695,-0.18241,40.30788,6.278059529,2.33874236,-36.99999937
2020-1-4 10:00,3.99525,3.72349,57.59914,4770.54314,-0.19384,40.24354,6.289710841,2.34308278,-36.99999937
2020-1-4 11:00,4.04393,3.76475,57.57423,4767.07536,-0.20522,40.17906,6.302613872,2.347889499,-36.99999937
2020-1-4 12:00,4.09263,3.80593,57.54792,4763.60288,-0.21652,40.11442,6.316765062,2.35316119,-36.99999937
2020-1-4 13:00,4.14134,3.84702,57.52023,4760.12498,-0.22773,40.04961,6.332159501,2.358896023,-36.99999937
2020-1-4 14:00,4.19006,3.88804,57.49117,4756.64096,-0.23883,39.98462,6.348790909,2.36509166,-36.99999937
2020-1-4 15:00,4.23879,3.92897,57.46075,4753.15008,-0.2498,39.91944,6.366651602,2.371745238,-36.99999937
2020-1-4 16:00,4.28753,3.96981,57.429,4749.65164,-0.26062,39.85404,6.38573246,2.37885336,-36.99999937
2020-1-4 17:00,4.33628,4.01058,57.39595,4746.1449,-0.27128,39.78842,6.406022893,2.38641208,-36.99999937
2020-1-4 18:00,4.38504,4.05126,57.3616,4742.62917,-0.28175,39.72255,6.427510807,2.394416894,-36.99999937
2020-1-4 19:00,4.43382,4.09186,57.32599,4739.10371,-0.29203,39.65644,6.450182561,2.402862719,-36.99999937
2020-1-4 20:00,4.4826,4.13237,57.28914,4735.56783,-0.30209,39.59006,6.474022931,2.411743883,-36.99999937
2020-1-4 21:00,4.5314,4.1728,57.2511,4732.02082,-0.31192,39.5234,6.499015064,2.421054111,-36.99999937
2020-1-4 22:00,4.5802,4.21315,57.21187,4728.46198,-0.3215,39.45645,6.525140444,2.430786502,-36.99999937
2020-1-4 23:00,4.62902,4.25341,57.17151,4724.89061,-0.33081,39.38919,6.55237884,2.440933521,-36.99999937
2020-1-5 0:00,4.67785,4.29358,57.13004,4721.30603,-0.33985,39.32162,6.58070827,2.451486979,-36.99999937
2020-1-5 1:00,4.72668,4.33367,57.08751,4717.70757,-0.34858,39.25371,6.610104957,2.462438019,-36.99999937
2020-1-5 2:00,4.77553,4.37368,57.04395,4714.09456,-0.35701,39.18545,6.640543287,2.473777098,-36.99999937
2020-1-5 3:00,4.82439,4.41359,56.99941,4710.46634,-0.3651,39.11684,6.671995771,2.485493975,-36.99999937
2020-1-5 3:59,4.87325,4.45343,56.95392,4706.82228,-0.37286,39.04786,6.704433003,2.497577698,-36.99999937
2020-1-5 4:59,4.92213,4.49317,56.90753,4703.16173,-0.38025,38.9785,6.737823629,2.510016585,-36.99999937
2020-1-5 5:59,4.97102,4.53283,56.86029,4699.4841,-0.38728,38.90875,6.772134312,2.522798217,-36.99999937
2020-1-5 6:59,5.01992,4.5724,56.81225,4695.78876,-0.39393,38.8386,6.807329703,2.535909426,-36.99999937
2020-1-5 7:59,5.06883,4.61188,56.76346,4692.07516,-0.40018,38.76803,6.843372416,2.549336285,-36.99999937
2020-1-5 8:59,5.11775,4.65127,56.71396,4688.34271,-0.40602,38.69704,6.880223011,2.563064101,-36.99999937
2020-1-5 9:59,5.16667,4.69057,56.6638,4684.59088,-0.41144,38.62561,6.917839976,2.57707741,-36.99999937
2020-1-5 10:59,5.21561,4.72979,56.61305,4680.81915,-0.41643,38.55374,6.956179722,2.591359974,-36.99999937
2020-1-5 11:59,5.26456,4.76891,56.56176,4677.027,-0.42098,38.48142,6.995196578,2.60589478,-36.99999937
2020-1-5 12:59,5.31352,4.80794,56.50998,4673.21397,-0.42508,38.40863,7.034842804,2.620664042,-36.99999937
2020-1-5 13:59,5.36249,4.84688,56.45777,4669.3796,-0.42872,38.33538,7.075068597,2.635649209,-36.99999937
2020-1-5 14:59,5.41147,4.88573,56.40518,4665.52347,-0.4319,38.26165,7.115822122,2.650830969,-36.99999937
2020-1-5 15:59,5.46045,4.92449,56.35228,4661.64517,-0.4346,38.18743,7.157049539,2.666189267,-36.99999937
2020-1-5 16:59,5.50945,4.96316,56.29913,4657.74434,-0.43681,38.11272,7.19869505,2.681703315,-36.99999937
2020-1-5 17:59,5.55846,5.00173,56.24577,4653.82063,-0.43854,38.03752,7.24070095,2.697351618,-36.99999937
2020-1-5 18:59,5.60747,5.04021,56.19229,4649.87374,-0.43977,37.96181,7.283007692,2.713111993,-36.99999937
2020-1-5 19:59,5.6565,5.07859,56.13872,4645.90339,-0.44051,37.8856,7.325553962,2.728961598,-36.99999937
2020-1-5 20:59,5.70553,5.11688,56.08515,4641.90934,-0.44075,37.80888,7.368276768,2.744876967,-36.99999937
2020-1-5 21:59,5.75458,5.15507,56.03162,4637.89137,-0.44049,37.73164,7.411111539,2.760834046,-36.99999937
2020-1-5 22:59,5.80363,5.19317,55.9782,4633.84933,-0.43972,37.65389,7.453992239,2.776808235,-36.99999937
2020-1-5 23:59,5.85269,5.23117,55.92496,4629.78308,-0.43845,37.57561,7.496851487,2.792774433,-36.99999937
2020-1-6 0:59,5.90176,5.26907,55.87194,4625.69251,-0.43667,37.49682,7.539620703,2.808707091,-36.99999937
2020-1-6 1:59,5.95084,5.30687,55.81922,4621.57758,-0.43439,37.41751,7.582230249,2.824580268,-36.99999937
2020-1-6 2:59,5.99993,5.34458,55.76684,4617.43826,-0.43161,37.33768,7.624609597,2.840367691,-36.99999937
2020-1-6 3:59,6.04903,5.38218,55.71489,4613.27458,-0.42834,37.25734,7.666687502,2.856042817,-36.99999937
2020-1-6 4:59,6.09813,5.41969,55.6634,4609.0866,-0.42457,37.17647,7.708392187,2.87157891,-36.99999937
2020-1-6 5:59,6.14725,5.4571,55.61244,4604.87442,-0.42032,37.0951,7.749651542,2.886949105,-36.99999937
2020-1-6 6:59,6.19637,5.4944,55.56207,4600.6382,-0.4156,37.01321,7.790393332,2.902126494,-36.99999937
2020-1-6 7:59,6.2455,5.53161,55.51235,4596.37812,-0.4104,36.93082,7.830545412,2.9170842,-36.99999937
2020-1-6 8:59,6.29464,5.56871,55.46332,4592.09441,-0.40474,36.84793,7.870035957,2.931795467,-36.99999937
2020-1-6 9:59,6.34378,5.60571,55.41505,4587.78736,-0.39863,36.76455,7.908793694,2.946233744,-36.99999937
2020-1-6 10:59,6.39294,5.6426,55.36759,4583.45727,-0.39208,36.68068,7.946748141,2.960372774,-36.99999937
2020-1-6 11:59,6.4421,5.6794,55.32097,4579.1045,-0.3851,36.59633,7.98382986,2.97418669,-36.99999937
2020-1-6 12:59,6.49127,5.71608,55.27527,4574.72946,-0.37771,36.51151,8.019970696,2.987650102,-36.99999937
2020-1-6 13:59,6.54044,5.75267,55.23052,4570.33259,-0.36992,36.42623,8.055104042,3.000738198,-36.99999937
2020-1-6 14:59,6.58963,5.78915,55.18676,4565.91436,-0.36174,36.3405,8.089165083,3.013426832,-36.99999937
2020-1-6 15:59,6.63882,5.82552,55.14405,4561.4753,-0.3532,36.25433,8.122091053,3.025692622,-36.99999937
2020-1-6 16:59,6.68802,5.86179,55.10242,4557.01598,-0.3443,36.16773,8.153821487,3.037513044,-36.99999937
2020-1-6 17:59,6.73722,5.89794,55.06191,4552.53698,-0.33508,36.08071,8.184298465,3.04886652,-36.99999937
2020-1-6 18:59,6.78643,5.934,55.02256,4548.03894,-0.32554,35.99329,8.213466852,3.059732512,-36.99999937
2020-1-6 19:59,6.83565,5.96994,54.9844,4543.52254,-0.3157,35.90548,8.241274535,3.070091605,-36.99999937
2020-1-6 20:59,6.88487,6.00578,54.94746,4538.98846,-0.30559,35.8173,8.267672643,3.079925595,-36.99999937
2020-1-6 21:59,6.9341,6.04151,54.91178,4534.43746,-0.29523,35.72875,8.292615761,3.089217563,-36.99999937
2020-1-6 22:59,6.98333,6.07713,54.87738,4529.87029,-0.28465,35.63987,8.316062134,3.097951954,-36.99999937
2020-1-6 23:59,7.03257,6.11264,54.84428,4525.28774,-0.27385,35.55065,8.337973846,3.106114643,-36.99999937
2020-1-7 0:59,7.08182,6.14804,54.8125,4520.69064,-0.26287,35.46112,8.358316998,3.113693002,-36.99999937
2020-1-7 1:59,7.13107,6.18333,54.78206,4516.07981,-0.25173,35.37129,8.377061855,3.120675955,-36.99999937
2020-1-7 2:59,7.18032,6.21852,54.75298,4511.45614,-0.24046,35.28119,8.394182986,3.127054026,-36.99999937
