train_loss,valid_loss
0.574767,0.379045
0.551257,0.358134
0.496547,0.333334
0.442539,0.303759
0.413654,0.326724
0.393863,0.292860
0.377601,0.310358
0.367639,0.324303
0.359657,0.259956
0.347037,0.286285
0.341884,0.269273
0.339430,0.270642
0.332544,0.258947
0.328267,0.258126
0.323570,0.254968
0.320828,0.231451
0.318917,0.262321
0.317399,0.265728
0.316908,0.265413
0.317226,0.272727
