avg w-distance,each dim w-distance
0.190565,0.366985
0.190565,0.196765
0.190565,0.131712
0.190565,0.138973
0.190565,0.184639
0.190565,0.097836
0.190565,0.209564
0.190565,0.174432
0.190565,0.214175
