train_loss,valid_loss
0.577443,0.423802
0.556468,0.408369
0.527474,0.396181
0.485330,0.390239
0.450569,0.371318
0.423689,0.365693
0.406385,0.371525
0.395627,0.373166
0.385724,0.372441
0.380884,0.369327
0.371419,0.354985
0.370991,0.371026
0.365133,0.364340
0.363232,0.357701
0.360398,0.358845
0.358039,0.355455
0.355103,0.359294
0.353861,0.362528
0.354167,0.354353
0.355200,0.355385
